name,type,gender,country,begin_date,end_date,begin_area_name,begin_area_name_full,begin_area_latlng,area_name,area_name_full,area_latlng
Lexi,,,,,,,,,,,
J Moss,Person,Male,US,1971-12-25,,,,,United States,,
J3,Person,,BR,,,,,,Brazil,,
Sotajumala,Group,,FI,1998,,,,,Finland,,
Laura Story,Person,Female,US,1978,,,,,United States,,
Jason Nelson,Person,Male,US,,,Baltimore,"Baltimore, Maryland, United States",,United States,,
Andraé Crouch,Person,Male,US,1942-07-01,2015-01-08,San Francisco,"San Francisco, California, United States",,United States,,
Patrick Dopson,Person,Male,US,,,,,,United States,,
Jadon Lavik,Person,,,,,,,,,,
Brian Doerksen,Person,,CA,1965,,,,,Canada,,
Blind Guardian,Group,,DE,1988,,Krefeld,"Krefeld, Nordrhein-Westfalen, Germany",,Germany,,
Maranatha! Praise Band,,,,,,,,,,,
Jars of Clay,Group,,US,1993-09,,,,,United States,,
Brenton Brown,Person,Male,,,,,,,,,
Bethany Dillon,Person,Female,US,1988-09-22,,,,,United States,,
Dark Funeral,Group,,SE,1993,,,,,Sweden,,
Maranatha! Music,,,,,,,,,,,
Caedmon’s Call,Group,,US,1993,,,,,United States,,
Phil Wickham,Person,Male,US,1984-04-05,,,,,United States,,
David Crowder Band,Group,,US,1996,2012,,,,United States,,
Ricky Dillard,Person,,,,,,,,,,
Bloodbath,Group,,SE,1998,,Stockholm,"Stockholm, Stockholm, Sweden",,Sweden,,
Down Here,,,,,,,,,,,
Xibalba,Group,,MX,1992,,,,,Mexico,,
Ages,Group,,,,,,,,Cleveland,,
Big Daddy Weave,Group,,US,2002,,,,,United States,,
Hillsong London,Group,,,,,,,,,,
Chris Tomlin,Person,Male,US,1972-05-04,,,,,United States,,
"Phillips, Craig & Dean",Group,,,1991,,,,,,,
Andy Cherry,Person,Male,,,,,,,,,
Britt Nicole,Person,Female,US,1984-08-02,,,,,United States,,
Jeremy Riddle,Person,Male,US,1977-10-18,,,,,United States,,
Kevin Max,Person,Male,US,1967-08-17,,,,,United States,,
JJ Weeks Band,,,,,,,,,,,
Elevation Worship,Group,,,,,,,,,,
Parachute Band,Group,,NZ,,,,,,New Zealand,,
JJ Heller,Person,,,,,,,,,,
Zacardi Cortez,Person,Male,US,1985-09-17,,,,,United States,,
Kutless,Group,,US,2000,,,,,United States,,
Brooklyn Tabernacle Choir,Choir,,,1981,,,,,,,
Fred Hammond,Person,Male,US,1960-12-27,,,,,United States,,
Angela Spivey,Person,,,,,,,,,,
Shane & Shane,Group,,US,2001,,Texas,"Texas, United States",,United States,,
Judah & The Lion,Group,,,,,,,,Nashville,,
Planetshakers,Group,,AU,,,,,,Australia,,
Bifrost Arts,Group,,,2008,,,,,,,
David Crowder,Person,Male,US,1971-11-29,,,,,United States,,
Tenth Avenue North,Group,,,2000,,,,,West Palm Beach,,
Hillsong Worship,,,,,,,,,,,
Josh Wilson,Person,Male,US,1981-02-26,,,,,United States,,
Smokie Norful,Person,Male,US,1975-10-31,,,,,United States,,
Casting Crowns,Group,,US,1999,,Daytona Beach,"Daytona Beach, Volusia County, Florida, United States",,United States,,
Big Tent Revival,Group,,US,,,,,,United States,,
Andy Mineo,Person,Male,US,1988-04-17,,Syracuse,"Syracuse, Onondaga County, New York, United States",,United States,,
Relient K,Group,,US,1998,,Canton,"Canton, Stark County, Ohio, United States",,United States,,
Benjamin Dunn,,,,,,,,,,,
Fee,Group,,US,2005,2010-04,,,,United States,,
Starfield,Group,,CA,2000,,,,,Canada,,
Skillet,Group,,,,,,,,,,
Meredith Andrews,Person,,,,,,,,,,
Bluetree,Group,,,2004,,Belfast,"Belfast, County Down, Northern Ireland, Ireland",,,,
House of Heroes,Group,,US,1998,,Columbus,"Columbus, Franklin County, Ohio, United States",,United States,,
Hillsong Young & Free,Group,,,,,,,,,,
All Star United,Group,,US,,,,,,United States,,
Tree63,Group,,ZA,1996-12,2009,,,,South Africa,,
Among the Thirsty,Group,,,,,,,,Nashville,,
Steve Bell,Person,Male,CA,1960-11-17,,Calgary,"Calgary, Alberta, Canada",,Canada,,
Audio Adrenaline,Group,,US,1991,2007-04-28,,,,United States,,
Colton Dixon,Person,Male,US,1991-10-19,,Murfreesboro,"Murfreesboro, Rutherford County, Tennessee, United States",,United States,,
Lecrae,Person,Male,US,1979-10-09,,Houston,"Houston, Harris County, Texas, United States",,United States,,
All Saved Freak Band,Group,,,,,,,,,,
Jan Krist,,,,,,,,,,,
After Edmund,Group,,,,,,,,,,
Mandisa,Person,Female,US,1976-10-02,,,,,United States,,
Burlap to Cashmere,Group,,,1995,2002,,,,,,
Matthew West,Person,Male,US,1977-04-25,,,,,United States,,
Dan Bremnes,,,,,,,,,,,
Shawn McDonald,Person,,US,1978,,,,,United States,,
Tim Hughes,Person,,GB,1978-07-23,,,,,United Kingdom,,
Danny Gokey,Person,Male,US,1980-04-24,,,,,United States,,
Kristian Stanfill,,,,,,,,,,,
The Afters,Group,,US,,,,,,United States,,
Run Kid Run,Group,,US,,,,,,United States,,
Worship Central,,,,,,,,,,,
Jason Gray,Person,,US,1972-01-18,,,,,United States,,
tobyMac,Person,Male,US,1964-10-22,,,,,United States,,
Sanctus Real,Group,,US,1996,,Toledo,"Toledo, Lucas County, Ohio, United States",,United States,,
Plumb,Person,Female,US,1975-03-09,,,,,United States,,
Gungor,Group,,US,2010,,,,,United States,,
FM Static,Person,,,,,,,,,,
Matt Maher,Person,Male,,,,,,,,,
Capital Kings,Group,,US,2010,,"Washington, D.C.","Washington, D.C., United States",,United States,,
Robin Mark,Person,Male,GB,,,,,,United Kingdom,,
Andrew Peterson,Person,,US,1974-06-04,,,,,United States,,
Natalie Grant,Person,Female,US,1971-12-21,,,,,United States,,
Hyper Static Union,Group,,,,,,,,,,
Everyday Sunday,Group,,US,,,,,,United States,,
Jeremy Camp,Person,Male,,1978-01-12,,,,,,,
Young London,Group,,US,2011,,,,,United States,,
Jonathan McReynolds,Person,Male,US,,,,,,United States,,
Rapture Ruckus,,,NZ,,,,,,New Zealand,,
Tedashii,Person,Male,US,,,,,,United States,,
Scott Stapp,Person,Male,US,1973-08-08,,Orlando,"Orlando, Orange County, Florida, United States",,United States,,
Rush of Fools,Group,,,2007,,,,,,,
Love & The Outcome,Group,,CA,2012,,Canada,Canada,,Canada,,
Selah,Group,,US,,,,,,United States,,
Sara Groves,Person,Female,US,1972-09-10,,,,,United States,,
Enter the Worship Circle,,,,,,,,,,,
Hawk Nelson,Group,,CA,2003,,,,,Canada,,
Thousand Foot Krutch,Group,,CA,1997,,,,,Canada,,
Manic Drive,Group,,,,,,,,,,
Lincoln Brewster,Person,,US,1971-07-30,,,,,United States,,
Sidewalk Prophets,Group,,,2003,,Nashville,"Nashville, Davidson County, Tennessee, United States",,,,
Royal Tailor,Group,,US,2004,,Indianapolis,"Indianapolis, Marion County, Indiana, United States",,United States,,
Brad Paisley,Person,Male,US,1972-10-28,,Glen Dale,"Glen Dale, Marshall County, West Virginia, United States",,United States,,
Francesca Battistelli,Person,Female,US,1985-05-18,,New York,"New York, New York, United States",,United States,,
Newsboys,Group,,AU,1985,,,,,Australia,,
1 Girl Nation,Group,,,2012,,Nashville,"Nashville, Davidson County, Tennessee, United States",,Nashville,,
Family Force 5,Group,,,2004,,Atlanta,"Atlanta, Fulton County, Georgia, United States",,Atlanta,,
Switchfoot,Group,,US,1997,,San Diego,"San Diego, San Diego County, California, United States",,United States,,
Wavorly,,,,2001,,,,,,,
Tim Timmons,,,,,,,,,,,
Kari Jobe,Person,Female,,,,,,,,,
Seventh Day Slumber,Group,,US,,,,,,United States,,
for KING & COUNTRY,Group,,US,,,,,,United States,,
Mikeschair,Group,,,,,,,,,,
MercyMe,Group,,US,1994,,,,,United States,,
Mary Mary,Person,,,,,,,,,,
Moriah Peters,Person,Female,US,1992-10-02,,,,,United States,,
Jamie Grace,Person,Female,,1991-11-25,,,,,Atlanta,,
Unspoken,,,,,,,,,,,
Steven Curtis Chapman,Person,Male,US,1962-11-21,,,,,United States,,
7eventh Time Down,Group,,US,2004-01-01,,,,,United States,,
Ashes Remain,Group,,,,,,,,,,
Building 425,,,,,,,,,,,
Group 1 Crew,Group,,US,2006,,,,,United States,,
Ellie Holcomb,Person,Female,US,,,,,,United States,,
Misty Edwards,Person,Female,,1979-01-19,,Andrews,"Andrews, Andrews County, Texas, United States",,Kansas City,,
Mindy Gledhill,Person,Female,,,,,,,,,
All Sons & Daughters,Person,,US,,,,,,United States,,
The City Harmonic,Group,,CA,,,,,,Canada,,
Crucified Barbara,Group,,SE,1998,,Stockholm,"Stockholm, Stockholm, Sweden",,Sweden,,
Cloudkicker,Group,,,2007,,Columbus,"Columbus, Franklin County, Ohio, United States",,Columbus,,
Kreator,Group,,DE,1982,,,,,Germany,,
Bloodbound,Group,,SE,2004,,,,,Sweden,,
Mors Principium Est,Group,,FI,1999,,,,,Finland,,
Marduk,Group,,SE,1990,,,,,Sweden,,
Ensiferum,Group,,FI,1995,,,,,Finland,,
Axenstar,Group,,SE,1998,,,,,Sweden,,
Wartha,Group,,BY,2008,,,,,Belarus,,
Nightrage,Group,,GR,2000,,,,,Greece,,
The Crown,Group,,SE,1997-07,,Trollhättan Municipality,"Trollhättan Municipality, Västra Götaland, Sweden",,Sweden,,
Malrun,Group,,DK,2006,,,,,Denmark,,
Neonfly,,,,,,,,,,,
Battle Beast,Group,,FI,2008,,Helsinki,"Helsinki, Uusimaa, Finland",,Finland,,
Venom,Person,,GB,,,,,,United Kingdom,,
Engel,Group,,SE,2004,,,,,Sweden,,
Hybrid Sheep,Group,,,2008,,,,,Haute-Savoie,,
Erra,Person,Female,CA,,,,,,Canada,,
Necrowretch,Group,,FR,2008,,,,,France,,
Smash Into Pieces,Group,,SE,2008,,Örebro,"Örebro, Örebro Municipality, Örebro, Sweden",,Sweden,,
Outtrigger,Group,,SE,2009,,Helsingborg,"Helsingborg, Helsingborg Municipality, Skåne, Sweden",,Sweden,,
Lord Dying,Group,,,,,,,,Portland,,
Manifest,Person,,,,,,,,,,
Centinex,Group,,SE,1990,2006-04-02,,,,Sweden,,
Attila,Group,,US,2005,,Atlanta,"Atlanta, Fulton County, Georgia, United States",,United States,,
All That Remains,Group,,US,1998,,,,,United States,,
Cadaveria,Group,,IT,2001-04,,,,,Italy,,
Emigrate,Group,,US,2005,,,,,United States,,
The Agonist,Group,,CA,2004,,,,,Canada,,
The Ghost Inside,Group,,US,2006,,,,,United States,,
Psycroptic,Group,,AU,1999,,,,,Australia,,
Veil of Maya,Group,,US,2004,,,,,United States,,
The Duskfall,Group,,SE,1999,,,,,Sweden,,
Napalm Death,Group,,GB,1982,,Meriden,"Meriden, Solihull, West Midlands, England, United Kingdom",,United Kingdom,,
Cheyenne,Group,,NL,1972,,,,,Netherlands,,
Dick Diver,Group,,,,,,,,,,
Greg Davis,Person,Male,US,1975-11-08,,,,,United States,,
The Whigs,Group,,US,2002,,Athens,"Athens, Clarke County, Georgia, United States",,United States,,
Floorplan,Person,,,,,,,,,,
Rex the Dog,Person,Male,GB,1974,,,,,United Kingdom,,
The Migrant,Person,Male,DK,,,,,,Denmark,,
Tythe,,,,,,,,,,,
Europe,Group,,SE,1982,,Upplands Väsby,"Upplands Väsby, Upplands Väsby municipality, Stockholm, Sweden",,Sweden,,
Sugarland,Group,,US,2002,,,,,United States,,
Absofacto,Person,Male,,,,,,,Ann Arbor,,
Kelleigh Bannen,Person,Female,,,,,,,,,
Brothers Osborne,Group,,US,,,,,,United States,,
Zervas & Pepper,Group,,GB,2008,,Cardiff,"Cardiff, Wales, United Kingdom",,United Kingdom,,
Samuel Purdey,Group,,GB,,,,,,United Kingdom,,
Simple Plan,Group,,CA,1999,,Montreal,"Montreal, Quebec, Canada",,Canada,,
Daniel Powter,Person,Male,CA,1971-02-25,,Vernon,"Vernon, British Columbia, Canada",,Canada,,
The Henningsens,Group,,US,0208,,,,,United States,,
Cassie Steele,,,,,,,,,,,
Ash Koley,,,,1982-02-20,,,,,,,
The Shires,Group,,GB,2013,,,,,United Kingdom,,
Nelly Furtado,Person,Female,CA,1978-12-02,,Victoria,"Victoria, British Columbia, Canada",,Canada,,
Foam Lake,Group,,CA,,,Saskatoon,"Saskatoon, Saskatchewan, Canada",,Canada,,
Leagues,Group,,,,,,,,,,
Hedley,Group,,CA,2004,,Abbotsford,"Abbotsford, British Columbia, Canada",,Canada,,
Paramore,Group,,,1999,2002,,,,,,
Viceroy,Person,Male,,,,,,,,,
Avril Lavigne,Person,Female,CA,1984-09-27,,Belleville,"Belleville, Ontario, Canada",,Canada,,
Jully Black,Person,Female,CA,1977-11-08,,Toronto,"Toronto, Ontario, Canada",,Canada,,
Finger Eleven,Group,,CA,1996,,Burlington,"Burlington, Ontario, Canada",,Canada,,
Down With Webster,Group,,CA,1998,,The Beaches,"The Beaches, Toronto, Ontario, Canada",,Canada,,
Victoria Duffield,Person,Female,,1995-01-03,,,,,,,
Victoria & Jacob,Group,,,,,,,,London,,
Kreesha Turner,Person,Female,CA,1985-06-10,,,,,Canada,,
Mia Martina,Person,Female,CA,1984-01-14,,New Brunswick,"New Brunswick, Canada",,Canada,,
Native Run,,,,,,,,,,,
iSH,Group,,SE,,,,,,Sweden,,
Jessica Lee,,,,,,,,,,,
Paige Morgan,Person,Female,CA,,,,,,Canada,,
Faber Drive,Group,,CA,2005,,Mission,"Mission, British Columbia, Canada",,Canada,,
Raffertie,Person,Male,GB,1987-04-17,,,,,United Kingdom,,
Kristina Maria,Person,,,,,,,,,,
The New Mendicants,Group,,GB,2013,,,,,United Kingdom,,
Melanie Durrant,,,,,,,,,,,
Tristan Prettyman,Person,Female,US,1982-05-23,,,,,United States,,
Dan + Shay,Group,,,,,,,,,,
Nikki Yanofsky,Person,Female,,1994-02-08,,Montreal,"Montreal, Quebec, Canada",,Quebec,,
Hilary Duff,Person,Female,US,1987-09-28,,Houston,"Houston, Harris County, Texas, United States",,United States,,
Deap Vally,Group,,US,2011,,Los Angeles,"Los Angeles, Los Angeles County, California, United States",,United States,,
Barbarossa,Person,,,,,,,,,,
Magnetic North,,,,,,,,,,,
Jamestown Revival,Group,,,,,,,,,,
Júníus Meyvant,Person,Male,,,,,,,,,
The Last Bison,Group,,US,2010,,Chesapeake,"Chesapeake, Virginia, United States",,United States,,
Shovels & Rope,Group,,US,2008,,,,,United States,,
Peter Bradley Adams,Person,Male,US,,,Birmingham,"Birmingham, Jefferson County, Alabama, United States",,United States,,
Jonah Tolchin,,,,,,,,,,,
Thelma Plum,Person,Female,,,,,,,Brisbane,,
Jakob Dylan,Person,Male,US,1969-12-09,,New York,"New York, New York, United States",,United States,,
Alexander Wolfe,Person,Male,GB,,,,,,United Kingdom,,
Beta Radio,Group,,,2001,,Wilmington,"Wilmington, New Castle County, Delaware, United States",,,,
Johnnyswim,Group,,,2005,,Nashville,"Nashville, Davidson County, Tennessee, United States",,,,
Punch Brothers,Group,,US,2007,,Brooklyn,"Brooklyn, New York, New York, United States",,United States,,
Distant Cousins,Group,,GB,,,Manchester,"Manchester, Greater Manchester, England, United Kingdom",,United Kingdom,,
Alex & Sierra,Group,,,,,,,,,,
Seryn,Group,,US,,,Denton,"Denton, Denton County, Texas, United States",,United States,,
Oh Mercy,Group,,AU,2007,,Melbourne,"Melbourne, Victoria, Australia",,Australia,,
Whitley,Person,Female,AU,,,,,,Australia,,
Wiretree,Group,,US,2005,,Austin,"Austin, Travis County, Texas, United States",,United States,,
Roo Panes,Person,Male,GB,1988-06-08,,Wimborne Minster,"Wimborne Minster, Dorset, England, United Kingdom",,United Kingdom,,
Midlake,Group,,US,1999,,Denton,"Denton, Denton County, Texas, United States",,United States,,
Fionn Regan,Person,Male,IE,1981,,Bray,"Bray, County Wicklow, Leinster, Ireland, Ireland",,Ireland,,
The Bird and The Bear,Group,,,2011,,Nashville,"Nashville, Davidson County, Tennessee, United States",,Nashville,,
Little Bear,,,,,,,,,,,
Sam Amidon,Person,Male,US,1981-06-03,,Brattleboro,"Brattleboro, Windham County, Vermont, United States",,United States,,
Down Like Silver,Group,,,2011,,,,,,,
The Webb Sisters,Group,,GB,,,,,,United Kingdom,,
Puzzle Muteson,Person,Male,GB,,,,,,United Kingdom,,
My First Tooth,,,,,,,,,,,
Iwan Rheon,Person,Male,GB,1985-05-13,,Carmarthen,"Carmarthen, Carmarthenshire, Wales, United Kingdom",,United Kingdom,,
Benjamin Francis Leftwich,Person,Male,GB,1989-09-04,,,,,United Kingdom,,
Emilíana Torrini,Person,Female,IS,1977-05-16,,Kópavogur,"Kópavogur, Höfuðborgarsvæðið, Iceland",,Iceland,,
Geri Allen,Person,Female,US,1957-06-12,,,,,United States,,
Kait Dunton,Person,,,,,,,,,,
Concha Buika,Person,Female,ES,1972-05-11,,Palma,"Palma, Mallorca, Illes Balears, Spain",,Spain,,
Dee Dee Bridgewater,Person,Female,US,1950-05-27,,Memphis,"Memphis, Shelby County, Tennessee, United States",,United States,,
Jutta Hipp,Person,Female,DE,1925-02-04,2003-04-07,Leipzig,"Leipzig, Sachsen, Germany",,Germany,,
The Roches,Group,,US,1973,,Park Ridge,"Park Ridge, Bergen County, New Jersey, United States",,United States,,
Julie Felix,Person,Female,US,1938-06-14,,,,,United States,,
Anaïs Mitchell,Person,Female,US,1981-03-26,,Montpelier,"Montpelier, Washington County, Vermont, United States",,United States,,
Angus Stone,Person,Male,AU,1986-04-27,,Sydney,"Sydney, New South Wales, Australia",,Australia,,
Angels & Airwaves,Group,,US,2005,,,,,United States,,
Kat Edmonson,Person,Female,US,1983-08-03,,Houston,"Houston, Harris County, Texas, United States",,United States,,
My Chemical Romance,Group,,US,2001,2013-03-22,,,,United States,,
Gretchen Parlato,Person,,US,1976,,,,,United States,,
Kelela Mizanekristos,Person,Female,,1983,,"Washington, D.C.","Washington, D.C., United States",,Los Angeles,,
"Nitty Scott, MC",Person,Female,US,,,,,,United States,,
Angel Haze,Person,Other,US,1991-07,,,,,United States,,
Mary Lou Williams,Person,Female,US,1910-05-08,1981-05-28,Atlanta,"Atlanta, Fulton County, Georgia, United States",,United States,,
Lil Hardin Armstrong & Her Swing Orchestra,Group,,,,,,,,,,
Emilie‐Claire Barlow,Person,Female,CA,1976-06-06,,Toronto,"Toronto, Ontario, Canada",,Canada,,
Aziza Mustafa Zadeh,Person,Female,DE,1969-12-19,,Bakı,"Bakı, Azerbaijan",,Germany,,
Stacey Kent,Person,Female,US,1968-03-27,,,,,United States,,
Rosalie Sorrels,Person,Female,US,1933,,,,,United States,,
April Barrows,,,,,,,,,,,
Melody Gardot,Person,Female,US,1985-02-02,,,,,United States,,
Elle Varner,Person,Female,US,1989-02-12,,Los Angeles,"Los Angeles, Los Angeles County, California, United States",,United States,,
Something Corporate,Group,,US,1998,,,,,United States,,
Say Anything,Group,,US,2000,,Los Angeles,"Los Angeles, Los Angeles County, California, United States",,United States,,
Billy Talent,Group,,CA,1993,,Ontario,"Ontario, Canada",,Canada,,
Estelle,Person,,,,,,,,,,
Peter Appleyard,Person,Male,CA,1928-08-26,2013-07-18,Lincolnshire,"Lincolnshire, England, United Kingdom",,Canada,,
Blu Cantrell,Person,Female,US,1976-10-01,,,,,United States,,
Amina Claudine Myers,Person,Female,US,1942-03-21,,,,,United States,,
Matchbook Romance,Group,,US,1997,2007,Poughkeepsie,"Poughkeepsie, Dutchess County, New York, United States",,United States,,
From First to Last,Group,,,2002,,,,,Chandler,,
Dead Poetic,Group,,US,1997,2007,Dayton,"Dayton, Montgomery County, Ohio, United States",,United States,,
Hey Monday,Group,,US,2008,,,,,United States,,
Story of the Year,Group,,US,1996,,,,,United States,,
Hidden in Plain View,Group,,US,2001,2007,,,,United States,,
Peaking Lights,Group,,US,2006,,San Francisco,"San Francisco, California, United States",,United States,,
Plankton Wat,Group,,,,,,,,,,
James Ferraro,Person,Male,US,,,,,,United States,,
Date Palms,Group,,,,,,,,,,
Sugar Black,Person,Male,JM,1970,,,,,Jamaica,,
Thriller U,Person,Male,JM,,,,,,Jamaica,,
Major Christie,,,,,,,,,,,
Delroy Wilson,Person,Male,JM,1948-10-05,1995-03-06,Kingston,"Kingston, Jamaica",,Jamaica,,
Ed Robinson,Person,,,,,,,,,,
Sanchez,Person,Male,JM,1967-11-30,,,,,Jamaica,,
Wayne Wonder,Person,Male,JM,1972-07-26,,,,,Jamaica,,
Dean Fraser,Person,Male,JM,1957-08-04,,Kingston,"Kingston, Jamaica",,Jamaica,,
Little Kirk,,,,,,,,,,,
Twiggy,,,,,,,,,,,
Frankie Paul,Person,Male,JM,1965,,,,,Jamaica,,
Damian Marley,Person,Male,JM,1978-07-21,,Kingston,"Kingston, Jamaica",,Jamaica,,
UB40,Group,,GB,1978,,Birmingham,"Birmingham, West Midlands, England, United Kingdom",,United Kingdom,,
Eddy Grant,Person,Male,,1948-03-05,,Demerara-Mahaica,"Demerara-Mahaica, Guyana",,England,,
Matisyahu,Person,Male,US,1979-06-30,,West Chester,"West Chester, Chester County, Pennsylvania, United States",,United States,,
Musical Youth,Group,,GB,1979,,Birmingham,"Birmingham, West Midlands, England, United Kingdom",,United Kingdom,,
Beaches,,,SE,,,,,,Sweden,,
BCR,,,,,,,,,,,
The Bled,Group,,US,2001,2012-02,Tucson,"Tucson, Pima County, Arizona, United States",,United States,,
Marta Sánchez,Person,Female,ES,1956-05-08,,,,,Spain,,
Andrea Balency,Person,Female,,,,Mexico,Mexico,,London,,
Emanuel,Person,Male,US,,,,,,United States,,
The Blackout,Group,,GB,2003,,,,,United Kingdom,,
Gym Class Heroes,Group,,US,1997,,Geneva,"Geneva, Ontario County, New York, United States",,United States,,
Head Automatica,Group,,US,2004,,The Bellmores,"The Bellmores, Nassau County, New York, United States",,United States,,
Atreyu,Group,,US,1998,,Orange County,"Orange County, California, United States",,United States,,
The Automatic,Group,,GB,2002,,Cowbridge,"Cowbridge, Vale of Glamorgan, Wales, United Kingdom",,United Kingdom,,
We the Kings,Group,,US,2005,,,,,United States,,
Rita Lee,Person,Female,BR,1947-12-31,,,,,Brazil,,
Madina Lake,Group,,,2004,,Chicago,"Chicago, Cook County, Illinois, United States",,Chicago,,
The Audition,Group,,US,2003,,,,,United States,,
There for Tomorrow,Group,,,2003,2014,Orlando,"Orlando, Orange County, Florida, United States",,,,
Bayside,Group,,US,2000,,Queens,"Queens, New York, New York, United States",,United States,,
Taking Back Sunday,Group,,US,1999-11-01,,Rockville Centre,"Rockville Centre, Nassau County, New York, United States",,United States,,
Andrea Echeverri,Person,Female,CO,1965,,Bogotá,"Bogotá, Colombia",,Colombia,,
Anberlin,Group,,US,2002,2014-11-26,Winter Haven,"Winter Haven, Polk County, Florida, United States",,United States,,
"Chunk! No, Captain Chunk!",Group,,FR,2008,,Paris,"Paris, Île-de-France, France",,France,,
Cute Is What We Aim For,Group,,US,2005,,,,,United States,,
Jeanette Biedermann,Person,Female,DE,1980-02-22,,Berlin,"Berlin, Germany",,Germany,,
Hand to Hand,Group,,,,,,,,,,
Spitalfield,Group,,US,1998,2007,Chicago,"Chicago, Cook County, Illinois, United States",,United States,,
Rival Schools,Group,,US,1999,,New York,"New York, New York, United States",,United States,,
Box Car Racer,Group,,US,2001,2003,San Diego,"San Diego, San Diego County, California, United States",,United States,,
Four Year Strong,Group,,US,2001,,,,,United States,,
Jad Fair,Person,Male,,1954-06-09,,Coldwater,"Coldwater, Branch County, Michigan, United States",,Glen Rose,,
fIREHOSE,Group,,US,1986,1994,"San Pedro, Los Angeles","San Pedro, Los Angeles, Los Angeles County, California, United States",,United States,,
Wipers,Group,,US,1977,2001,Portland,"Portland, Multnomah County, Oregon, United States",,United States,,
+44,Group,,,2004,2009,Los Angeles,"Los Angeles, Los Angeles County, California, United States",,California,,
Bowling for Soup,Group,,US,1994-06-04,,Wichita Falls,"Wichita Falls, Wichita County, Texas, United States",,United States,,
The Red Jumpsuit Apparatus,Group,,US,2004,,,,,United States,,
Saves the Day,Group,,US,1997,,Princeton,"Princeton, Mercer County, New Jersey, United States",,United States,,
Hawthorne Heights,Group,,US,2001-06,,Dayton,"Dayton, Montgomery County, Ohio, United States",,United States,,
Sparta,Group,,GB,1979,1990,,,,United Kingdom,,
The Academy Is...,Group,,US,2003,2011-10-08,,,,United States,,
Shortie,Group,,US,,,,,,United States,,
The Used to Be,Group,,US,,,,,,United States,,
You Me at Six,Group,,GB,2005-08,,,,,United Kingdom,,
Harold Dorman,Person,Male,,1926-12-23,1988-10-08,,,,,,
Stark Sands,Person,Male,,,,,,,,,
The Lone Bellow,Group,,US,2011,,Brooklyn,"Brooklyn, New York, New York, United States",,United States,,
The Long Winters,Group,,US,2001,,Seattle,"Seattle, King County, Washington, United States",,United States,,
Rogue Wave,Group,,US,2002,,Oakland,"Oakland, Alameda County, California, United States",,United States,,
You Won't,,,,,,,,,,,
P!nk,Person,Female,US,1979-09-08,,Doylestown,"Doylestown, Bucks County, Pennsylvania, United States",,United States,,
Joan Jett,Person,Female,US,1958-09-22,,Wynnewood,"Wynnewood, Montgomery County, Pennsylvania, United States",,United States,,
The Black Lillies,Group,,US,2009,,,,,United States,,
Cher,Person,Female,US,1946-05-20,,El Centro,"El Centro, Imperial County, California, United States",,United States,,
Tamar Braxton,Person,Female,US,1977-09-25,,,,,United States,,
Mavis Staples,Person,Female,US,1940-01-01,,,,,United States,,
Evanescence,Group,,US,1995,,Little Rock,"Little Rock, Pulaski County, Arkansas, United States",,United States,,
L7,Group,,US,1985,2000,Los Angeles,"Los Angeles, Los Angeles County, California, United States",,United States,,
Suzi Quatro,Person,Female,US,1950-06-03,,Detroit,"Detroit, Wayne County, Michigan, United States",,United States,,
Mary Lambert,Person,Female,US,1989-05-03,,Seattle,"Seattle, King County, Washington, United States",,United States,,
Miley Cyrus,Person,Female,,1992-11-23,,Nashville,"Nashville, Davidson County, Tennessee, United States",,Toluca Lake,,
Kylie Minogue,Person,Female,AU,1968-05-28,,Melbourne,"Melbourne, Victoria, Australia",,Australia,,
Esperanza Spalding,Person,Female,US,1984-10-18,,,,,United States,,
The Pretty Reckless,Group,,US,2008,,,,,United States,,
Lady Gaga,Person,Female,US,1986-03-28,,Manhattan,"Manhattan, New York, New York, United States",,United States,,
Duffy,Group,,GB,,,,,,United Kingdom,,
Scott Bradlee,Person,Male,,1981-09-19,,,,,,,
Jane Monheit,Person,Female,US,1977-11-03,,,,,United States,,
Ina Ray Hutton,Person,Female,,,,,,,,,
Blanche Calloway,Person,,US,1904-02-09,1978-12-16,,,,United States,,
Bettye LaVette,Person,Female,US,1946-01-29,,Muskegon,"Muskegon, Muskegon County, Michigan, United States",,United States,,
Ella Henderson,Person,Female,GB,,,,,,United Kingdom,,
Rebecca Ferguson,Person,Female,GB,1986-07-21,,,,,United Kingdom,,
Sara Bareilles,Person,Female,US,1979-12-07,,Eureka,"Eureka, Humboldt County, California, United States",,United States,,
Dorothy Donegan,Person,Female,US,1922-04-06,1998-05-19,,,,United States,,
Barbara Carroll,Person,Female,US,1925-01-25,,Worcester,"Worcester, Worcester County, Massachusetts, United States",,United States,,
Valaida Snow,Person,Female,US,1904-06-02,1956-05-30,,,,United States,,
Susie Arioli,Person,Female,CA,1963,,,,,Canada,,
Kat Dahlia,Person,Female,,1990-07-29,,,,,,,
Gwen Stefani,Person,Female,,1969-10-03,,Fullerton,"Fullerton, Orange County, California, United States",,Beverly Hills,,
Carmen McRae,Person,Female,US,1920-04-08,1994-11-10,,,,United States,,
Aubrey Haynie,Person,Male,US,1974-03-27,,,,,United States,,
Kandace Springs,,,,,,,,,,,
Fergie,Person,Male,GB,1979-11-16,,,,,United Kingdom,,
Shirley Horn,Person,Female,US,1934-05-01,2005-10-20,,,,United States,,
Saskwatch,Group,,,,,,,,,,
Gavlyn,Person,Female,,,,,,,Los Angeles,,
